account,date,amount,category
Card ending 3317,45033,-35.62,Transfer between accounts suspense
Card ending 3317,45033,-32.25,Parking
Card ending 3317,45029,-59.0,Income Tax Payable
Card ending 3317,45029,-32.25,Councl rates
Card ending 3317,45019,-80.0,Rent
Card ending 3317,45019,-53.98,Issued & paid up capital
Card ending 3317,44998,-22.0,Income Tax paid/refund
Card ending 3317,44995,-13.25,Licences and Permits
Card ending 3317,44992,-85.47,Bank fees & charges
Card ending 3317,44991,-108.03,Wate rates
Card ending 3317,44985,-9.98,Directors fees
Card ending 3317,44984,-33.0,Cash on hand
Card ending 3317,44963,-39.99,Internet
Card ending 4254,44874,-50.03,Payroll tax paid 
Card ending 4254,44862,-20.0,Purchase (Stock) - GST Free
Card ending 4254,44799,-33.99,Laundry
Card ending 4254,44792,-66.19,Income Tax paid/refund
Card ending 4254,44777,-125.0,Conference/Seminar costs
Card ending 4254,44760,-116.0,Less: Accumulated depreciation
Card ending 4254,44760,-2.5,Stock purchases (GST)
Card ending 4254,44747,-45.0,Cash on hand
Card ending 3317,45098,-189.0,Meals & Entertainment
Card ending 3317,45098,-189.0,Purchase (Stock) - GST
Card ending 3317,45097,-33.94,Insurance
Card ending 3317,45029,-39.99,Director Loans
Card ending 3317,45027,-43.71,Advertising & promotion
Card ending 3317,45027,-40.99,Subscriptions
Card ending 3317,45027,-27.12,Parking 
Card ending 3317,45019,-27.07,Directors fees
Card ending 3317,45002,-97.99,Sales
Card ending 3317,45002,-31.8,Amenities
Card ending 3317,44998,-28.0,Amenities
Card ending 3317,44998,-13.99,Cash on hand
Card ending 3317,44995,-58.68,Public Transport
Card ending 3317,44993,-233.67,Meals
Card ending 3317,44993,-90.74,Staff amenities
Card ending 3317,44993,-32.25,Taxi
Card ending 3317,44993,-31.98,Director Loans
Card ending 3317,44993,-12.45,Issued & paid up capital
Card ending 3317,44992,-24.99,Trade debtors
Card ending 3317,44987,-42.97,Conference/Seminar costs
Card ending 3317,44987,-19.94,Laundry
Card ending 3317,44981,-28.96,SBE Pool
Card ending 3317,44980,-30.59,Contract payments
Card ending 3317,44979,-99.99,Income Tax Payable
Card ending 3317,44979,-21.99,Bank transfers suspense
Card ending 3317,44978,-159.0,Hire purhcase repayment
Card ending 3317,44977,-99.99,Accounting fee
Card ending 3317,44977,-61.79,Purchase (Stock) - GST Free
Card ending 3317,44970,-45.56,Bank Account 1
Card ending 3317,44963,-218.84,Merchant fees
Card ending 3317,44953,-104.99,PAYG income instalment payable 
Card ending 3317,44938,-52.35,Trade debtors
Card ending 3317,44936,-84.0,Parking
Card ending 3317,44935,-67.59,Income tax on profit
Card ending 3317,44935,-46.35,Councl rates
Card ending 3317,44935,-24.55,Motor Vehicle Expenses
Card ending 3317,44931,-43.96,Bank fees & charges
Card ending 3317,44923,-57.08,Distribution from trusts
Card ending 4254,44874,-1843.89,Bank fees & charges
Card ending 4254,44873,-59.98,BAS payment suspense
Card ending 4254,44872,-66.19,Staff training
Card ending 4254,44847,-46.88,Uniform 
Card ending 4254,44841,-147.02,Chattle mortgage repayment
Card ending 4254,44841,-11.99,Freight and Cartage
Card ending 4254,44839,-39.99,Councl rates
Card ending 4254,44830,-559.76,Rates & land taxes
Card ending 4254,44809,-12.99,Car loan repayment
Card ending 4254,44804,-84.87,Travel - international 
Card ending 4254,44802,-24.99,Rates & land taxes
Card ending 4254,44795,-65.21,Fine 
Card ending 4254,44783,-14.9,Low cost assets
Card ending 4254,44783,-14.59,Postage
Card ending 4254,44781,-36.0,Insurance
Card ending 4254,44778,-108.6,Telephone & Internet
Card ending 4254,44777,-16.99,Issued & paid up capital
Card ending 4254,44763,-29.66,Rental  Bond
Card ending 4254,44762,-34.74,Licences and Permits
Card ending 4254,44757,-159.99,GST payable control account
Card ending 4254,44757,-26.37,Repairs & maintenance
Card ending 4254,44756,-18.99,Fine 
Card ending 4254,44754,-201.48,Uniform 
Card ending 3317,45054,-4.23,Wate rates
Card ending 3317,45035,-47.94,EFTPOS fees
Card ending 3317,44965,-4.23,Repairs & maintenance
Card ending 4254,44889,-7.05,Rates & land taxes
Card ending 4254,44845,-5.64,Wages
Card ending 4254,44845,-4.23,Telephone
Card ending 4254,44804,-55.4,Telephone
Card ending 3317,44923,-5.99,Purchase (Stock) - GST
Card ending 3317,45040,-19.95,Travel - international 
Card ending 4254,44760,-589.0,Bank Account 2
Card ending 4254,44746,-1353.44,Income tax on profit
Card ending 3317,45103,-469.84,Sales
Card ending 3317,45103,-294.12,Contribution by settlor
Card ending 3317,45097,-853.65,Laundry
Card ending 3317,45089,-29.9,Entertainment
Card ending 3317,45057,-29.66,Penalty 
Card ending 3317,45051,-5.0,Goodwill
Card ending 3317,44963,-109.95,Insurance
Card ending 3317,45103,-297.25,Wate rates
Card ending 3317,44938,-323.27,Director Loan
Card ending 4254,44769,-126.99,Parking 
Card ending 3317,45065,-72.95,Fax
Card ending 4254,44762,-18.9,Amortisation expense
Card ending 3317,45057,-426.1,M/V related expense
Card ending 3317,45057,-30.4,Penalty 
Card ending 4254,44811,-103.49,Telephone & Internet
Card ending 4254,44777,-6.29,Public Transport
Card ending 4254,44832,-31.99,ASIC fees
Card ending 4254,44764,-12.99,Sales
Card ending 4254,44830,-15.0,Travel - domestic
Card ending 4254,44875,-6.19,Undistributed Income
Card ending 4254,44771,-53.98,Meals & Entertainment
Card ending 4254,44830,-128.99,Superannuation expense
Card ending 3317,45036,-573.0,SBE Pool
Card ending 3317,45033,-573.0,Travel - domestic
Card ending 3317,45033,-573.0,Parking
Card ending 3317,45009,-573.0,Filing fees
Card ending 3317,45005,-573.0,Cash on hand
Card ending 3317,44998,-573.0,Deposit from Customer (Liability)
Card ending 3317,44970,-573.0,Low cost assets
Card ending 3317,44953,-573.0,Bank fees & charges
Card ending 3317,44953,-573.0,Lease Payments
Card ending 3317,44938,-573.0,Accomodation
Card ending 3317,44923,-573.0,Tolls
Card ending 4254,44900,-573.0,Purchase (Stock) - GST
Card ending 4254,44886,-573.0,Training
Card ending 4254,44883,-573.0,Cash on hand
Card ending 4254,44883,-573.0,Commissions received
Card ending 4254,44876,-573.0,Income Tax paid/refund
Card ending 4254,44865,-573.0,Subscriptions
Card ending 4254,44809,-573.0,Meals
Card ending 4254,44806,-573.0,Taxi
Card ending 4254,44797,-573.0,Payroll tax paid 
Card ending 4254,44788,-573.0,Less: Accumulated depreciation
Card ending 4254,44746,-547.0,Website related expense
Card ending 4254,44889,-154.28,Merchant fees
Card ending 4254,44811,-448.0,GST paid/collected
Card ending 3317,45048,-73.9,Professional Development
Card ending 4254,44747,-29.95,Wate rates
Card ending 3317,44917,-57.8,Electricity
Card ending 3317,44917,-15.95,Distribution from trusts
Card ending 3317,44923,-188.95,GST paid/collected
Card ending 3317,44929,-179.96,Distribution from trusts
Card ending 4254,44889,-42.59,Computers 
Card ending 3317,45103,-4.5,Parking
Card ending 4254,44874,-267.0,Bank Account 1
Card ending 4254,44872,-155.5,Materials & supplies
Card ending 4254,44865,-50.75,Contribution by settlor
Card ending 4254,44830,-40.75,Less: Accumulated amortisation
Card ending 4254,44803,-194.95,M/V related expense
Card ending 3317,44950,-129.0,GST paid/collected
Card ending 4254,44767,-18.92,Staff amenities
Card ending 4254,44767,-60.5,Commissions received
Card ending 4254,44767,-13.2,Trade debtors
Card ending 4254,44798,-60.5,Fax
Card ending 4254,44798,-18.92,Telephone & Internet
Card ending 4254,44798,-13.2,Contribution by settlor
Card ending 4254,44830,-13.2,Distribution from trusts
Card ending 4254,44830,-18.92,Licences and Permits
Card ending 4254,44830,-60.5,Lease Payments
Card ending 4254,44859,-18.92,Licences and Permits
Card ending 4254,44859,-60.5,Councl rates
Card ending 4254,44859,-13.2,MVE
Card ending 4254,44890,-60.5,Chattle mortgage repayment
Card ending 4254,44890,-13.2,Training
Card ending 4254,44890,-18.92,PAYG withhheld paid 
Card ending 3317,44923,-18.92,Training
Card ending 3317,44923,-60.5,PAYG withheld payable
Card ending 3317,44923,-13.2,Income Tax paid/refund
Card ending 3317,44951,-60.5,Director Loans
Card ending 3317,44951,-13.2,Superannuation expense
Card ending 3317,44951,-18.92,Distribution from trusts
Card ending 3317,44984,-60.5,Superannuation expense
Card ending 3317,44984,-18.92,Director's Loans
Card ending 3317,44984,-13.2,Rent
Card ending 3317,45012,-18.92,PAYG income instalment payable 
Card ending 3317,45012,-13.2,Director's Loans
Card ending 3317,45012,-60.5,M/V related expense
Card ending 3317,45042,-13.2,Rates & land taxes
Card ending 3317,45042,-18.92,Accounting fee
Card ending 3317,45042,-60.5,Tolls
Card ending 3317,45048,-36.3,Books
Card ending 3317,45071,-13.2,MVE
Card ending 3317,45071,-18.92,Accomodation
Card ending 3317,45071,-60.5,Staff amenities
Card ending 3317,45103,-60.5,M/V related expense
Card ending 3317,45103,-18.92,Chattle mortgage repayment
Card ending 3317,45103,-13.2,Internet
Card ending 4254,44887,-14.73,Shares in other companies (Listed)
Card ending 4254,44887,-12.63,Sales
Card ending 3317,45086,-168.35,Accounting fee
Card ending 4254,44785,-85.2,Consulting fees
Card ending 4254,44820,-50.12,Rates & land taxes
Card ending 4254,44820,-49.1,Taxi
Card ending 3317,44942,-127.3,Issued & paid up capital
Card ending 4254,44789,-21.12,Councl rates
Card ending 4254,44746,-5.1,Issued & paid up capital
Card ending 3317,44932,-302.25,Uniform 
Card ending 4254,44874,-664.0,Telephone
Card ending 4254,44845,-11.3,Car loan repayment
Card ending 4254,44831,-120.55,SBE Pool
Card ending 4254,44816,-3203.0,Advertising & promotion
Card ending 4254,44816,-1048.0,Bank Account 1
Card ending 4254,44816,-194.0,Tolls
Card ending 4254,44788,-119.27,Printing & stationery
Card ending 4254,44783,-17.34,Depreciation
Card ending 4254,44783,-11.29,Meals & Entertainment
Card ending 4254,44781,-439.12,Consulting fees
Card ending 4254,44753,-286.0,BAS payment suspense
Card ending 4254,44795,-48.99,Purchase (Stock) - GST Free
Card ending 4254,44879,-13.99,Legal fees
Card ending 4254,44848,-13.99,Staff training
Card ending 4254,44818,-13.99,Purchase (Stock) - GST Free
Card ending 4254,44788,-13.99,Lease Payments
Card ending 4254,44756,-13.99,Computers 
Card ending 3317,45100,-1000.0,Management fees
Card ending 3317,45091,-1000.0,Meals
Card ending 3317,45082,-264.22,PAYG withheld payable
Card ending 3317,45078,-1000.0,Fine 
Card ending 3317,45064,-1000.0,Penalty 
Card ending 3317,45049,-878.76,Clients gift
Card ending 3317,45035,-1000.0,Tools
Card ending 3317,45020,-399.64,Office supplies
Card ending 3317,45014,-1000.0,Commissions received
Card ending 3317,45000,-1000.0,Contribution by settlor
Card ending 3317,44988,-10.55,Fine 
Card ending 3317,44987,-1000.0,Sales
Card ending 3317,44977,-1000.0,Directors fees
Card ending 3317,44960,-737.14,Stock purchases (GST)
Card ending 3317,44949,-1000.0,Accomodation
Card ending 3317,44929,-165.44,SBE Pool
Card ending 3317,44925,-1000.0,Cash on hand
Card ending 4254,44900,-344.05,Computers 
Card ending 4254,44890,-1000.0,Purchase (Stock) - GST
Card ending 4254,44868,-745.46,Legal fees
Card ending 4254,44854,-1000.0,Filing fees
Card ending 4254,44838,-759.11,Contract payments
Card ending 4254,44830,-1000.0,Penalty 
Card ending 4254,44818,-1000.0,Trade creditors
Card ending 4254,44809,-664.86,Professional Development
Card ending 4254,44798,-1000.0,Rental  Bond
Card ending 4254,44788,-1000.0,GST paid/collected
Card ending 4254,44777,-189.22,Repairs & maintenance
Card ending 4254,44774,-1000.0,Parking
Card ending 4254,44764,-1000.0,Contribution by settlor
Card ending 4254,44756,-1000.0,Utilities
Card ending 4254,44746,-851.45,Motor Vehicle Expenses
Card ending 3317,44915,-599.9,Purchase (Stock) - GST Free
Card ending 3317,44923,-119.9,Transfer between accounts suspense
Card ending 4254,44860,-10.0,Lease Payments
Card ending 4254,44859,-12.24,Trade debtors
Card ending 3317,45103,-12.5,Uniform 
Card ending 4254,44781,-10.06,Licences and Permits
Card ending 3317,45075,-38.0,Shares in other companies (Listed)
Card ending 3317,44907,-15.0,Directors fees
Card ending 4254,44868,-12.1,SBE Pool
Card ending 3317,44923,-80.0,Telephone
Card ending 3317,45057,-13.6,Director Loans
Card ending 3317,45057,-5.5,FBT contribution 
Card ending 3317,45043,-4.7,Merchant fees
Card ending 3317,45016,-4.7,Less: Accumulated depreciation
Card ending 3317,45002,-4.7,Hire purhcase repayment
Card ending 3317,45001,-4.7,Wages
Card ending 3317,44943,-40.19,Contribution by settlor
Card ending 3317,45043,-23.74,Purchase (Stock) - GST
Card ending 3317,45043,-15.15,Accounting fee
Card ending 4254,44746,-40.0,Deposit from Customer (Liability)
Card ending 4254,44746,-36.5,Less: Accumulated amortisation
Card ending 4254,44767,-618.0,Website related expense
Card ending 3317,44923,-2.0,Tolls
Card ending 3317,44917,-9.0,Superannuation payable
Card ending 4254,44781,-1.65,Books
Card ending 4254,44747,-5.2,Less: Accumulated amortisation
Card ending 4254,44855,-59.4,Deposit from Customer (Liability)
Card ending 4254,44816,-507.95,Clients gift
Card ending 4254,44853,-20.0,Training
Card ending 4254,44816,-138.0,Professional Development
Card ending 3317,44929,-585.6,Goodwill
Card ending 3317,45096,-6.99,Computers 
Card ending 3317,45065,-6.99,Depreciation
Card ending 3317,45035,-6.99,Meals
Card ending 3317,45005,-6.99,Advertising & promotion
Card ending 3317,44977,-6.99,Meals & Entertainment
Card ending 3317,44945,-6.99,Travel - domestic
Card ending 3317,44914,-6.99,Superannuation payable
Card ending 4254,44886,-6.99,Director's Loans
Card ending 4254,44853,-6.99,Amortisation expense
Card ending 4254,44823,-6.99,Penalty 
Card ending 4254,44792,-6.99,Purchase (Stock) - GST
Card ending 4254,44761,-6.99,Cleaning & rubbish removal
Card ending 3317,45092,-16.99,Sales
Card ending 3317,45061,-16.99,Cash on hand
Card ending 3317,45033,-16.99,Wate rates
Card ending 3317,45093,-22.99,Preliminary expenses
Card ending 3317,45062,-22.99,Office supplies
Card ending 3317,45033,-22.99,Distribution from trusts
Card ending 3317,45001,-22.99,SBE Pool
Card ending 3317,44973,-22.99,Internet
Card ending 3317,44942,-22.99,Public Transport
Card ending 3317,44911,-22.99,PAYG withhheld paid 
Card ending 4254,44881,-22.99,Accounting fee
Card ending 4254,44851,-22.99,Shares in other companies (Unlisted)
Card ending 4254,44820,-22.99,Bank Account 1
Card ending 4254,44789,-22.99,PAYG income instalment payable 
Card ending 4254,44760,-22.99,Income Tax paid/refund
Card ending 4254,44844,-16.99,Transfer between accounts suspense
Card ending 4254,44813,-16.99,ASIC fees
Card ending 4254,44782,-16.99,Accounting fee
Card ending 4254,44753,-16.99,Cleaning & rubbish removal
Card ending 3317,45093,-7.99,Meals & Entertainment
Card ending 3317,45062,-7.99,Superannuation payable
Card ending 3317,44994,-139.3,SBE Pool
Card ending 4254,44873,-108.15,Directors fees
Card ending 3317,45103,-90.83,PAYG income instalmet paid 
Card ending 4254,44893,-149.73,PAYG income instalmet paid 
Card ending 4254,44783,-75.48,Preliminary expenses
Card ending 4254,44795,-107.18,Consulting fees
Card ending 4254,44859,-123.0,Low cost assets
Card ending 3317,45002,-352.0,Cash on hand
Card ending 4254,44830,-42.66,Hire purhcase repayment
Card ending 3317,44925,-67.27,Issued & paid up capital
Card ending 4254,44774,-76.96,Rent
Card ending 3317,45021,-144.78,Bank Account 1
Card ending 3317,45107,-108.93,Director's Loans
Card ending 3317,45093,-132.55,ASIC fees
Card ending 3317,45057,-137.98,Staff training
Card ending 3317,45036,-143.64,Cleaning & rubbish removal
Card ending 3317,45006,-141.19,Rent
Card ending 3317,44949,-3.3,Tolls
Card ending 4254,44813,-5.5,Fine 
Card ending 4254,44813,-4.5,Amortisation expense
Card ending 4254,44813,-2.0,Rates & land taxes
Card ending 4254,44831,-75.29,Superannuation payable
Card ending 3317,45103,-1.5,Directors fees
Card ending 3317,45078,-4.1,Wate rates
Card ending 3317,45077,-1.0,ATO payment suspense
Card ending 3317,45057,-15.3,Cash on hand
Card ending 3317,45050,-8.2,Printing & stationery
Card ending 3317,45029,-7.2,Less: Accumulated amortisation
Card ending 3317,45021,-10.6,Freight and Cartage
Card ending 3317,45021,-3.2,Director Loans
Card ending 3317,45021,-2.4,Directors fees
Card ending 3317,45019,-1.0,Telephone
Card ending 3317,45016,-6.89,Depreciation
Card ending 3317,45013,-1.0,Directors fees
Card ending 3317,44999,-5.7,Preliminary expenses
Card ending 3317,44995,-2.92,Tolls
Card ending 3317,44973,-5.6,Website related expense
Card ending 3317,44972,-7.36,Taxi
Card ending 3317,44971,-3.4,Stock purchases (GST)
Card ending 3317,44965,-4.89,Issued & paid up capital
Card ending 3317,44965,-2.2,Contract payments
Card ending 3317,44957,-1.0,Depreciation
Card ending 3317,44956,-4.7,Penalty 
Card ending 3317,44956,-4.2,Tolls
Card ending 3317,44950,-3.7,Taxi
Card ending 3317,44949,-4.2,Purchase (Stock) - GST
Card ending 3317,44943,-2.2,Subscriptions
Card ending 3317,44932,-9.7,Purchase (Stock) - GST
Card ending 3317,44923,-13.2,Bank Account 3
Card ending 3317,44918,-3.7,PAYG withhheld paid 
Card ending 3317,44915,-2.7,Advertising & promotion
Card ending 3317,44915,-2.7,Bank transfers suspense
Card ending 3317,44914,-2.6,Chattle mortgage repayment
Card ending 4254,44902,-3.63,Meals & Entertainment
Card ending 4254,44901,-7.2,Telephone
Card ending 4254,44890,-3.51,Taxi
Card ending 4254,44872,-5.56,Public Transport
Card ending 4254,44866,-3.6,Low cost assets
Card ending 4254,44865,-9.7,Lease Payments
Card ending 4254,44862,-5.2,Tools
Card ending 4254,44862,-1.99,Rent on land & buildings
Card ending 4254,44862,-1.95,Shares in other companies (Unlisted)
Card ending 4254,44859,-5.07,Trade debtors
Card ending 4254,44845,-7.8,Cash on hand
Card ending 4254,44845,-2.46,Income tax on profit
Card ending 4254,44827,-2.95,Issued & paid up capital
Card ending 4254,44818,-8.73,Sales
Card ending 4254,44818,-1.3,Chattle mortgage repayment
Card ending 4254,44817,-7.2,Director Loan
Card ending 4254,44816,-3.1,Penalty 
Card ending 4254,44810,-7.2,Electricity
Card ending 4254,44805,-2.6,Parking
Card ending 4254,44805,-1.6,Training
Card ending 4254,44802,-2.9,Less: Accumulated amortisation
Card ending 4254,44792,-3.6,Cash on hand
Card ending 4254,44778,-7.7,Undistributed Income
Card ending 4254,44768,-4.75,Insurance
Card ending 4254,44768,-3.1,PAYG income instalmet paid 
Card ending 4254,44763,-3.1,Fine 
Card ending 4254,44761,-10.6,Printing & stationery
Card ending 4254,44761,-4.3,Repairs & maintenance
Card ending 4254,44761,-3.6,Training
Card ending 4254,44760,-8.96,Advertising & promotion
Card ending 4254,44754,-12.25,Electricity
Card ending 4254,44754,-1.27,Education
Card ending 4254,44753,-9.8,Superannuation payable
Card ending 4254,44750,-3.9,Meals
Card ending 3317,44936,-83.14,Motor Vehicle Expenses
Card ending 3317,44936,-37.78,Undistributed Income
Card ending 3317,44984,-135.85,MVE
Card ending 3317,45075,-127.18,PAYG withhheld paid 
Card ending 3317,45036,-65.59,Rates & land taxes
Card ending 3317,44971,-151.06,MVE
Card ending 3317,44956,-148.47,Contribution by settlor
Card ending 3317,44935,-142.88,Motor Vehicle Expenses
Card ending 3317,44910,-168.63,Staff amenities
Card ending 4254,44844,-161.44,Uniform 
Card ending 4254,44823,-47.69,Contract payments
Card ending 4254,44817,-34.01,Purchase (Stock) - GST Free
Card ending 4254,44753,-70.96,Telephone & Internet
Card ending 4254,44858,-88.0,Councl rates
Card ending 3317,45107,-24.69,Repairs & maintenance
Card ending 3317,45068,-18.28,Depreciation
Card ending 3317,45064,-19.71,SBE Pool
Card ending 4254,44865,-27.15,Trade creditors
Card ending 4254,44854,-12.05,Amenities
Card ending 4254,44767,-28.18,Purchase (Stock) - GST Free
Card ending 4254,44763,-28.56,SBE Pool
Card ending 3317,45042,-333.58,ATO payment suspense
Card ending 4254,44837,-21.53,Bank fees & charges
Card ending 3317,45009,-5.0,Issued & paid up capital
Card ending 3317,45000,-5.0,Income Tax paid/refund
Card ending 3317,44970,-20.0,Payroll tax paid 
Card ending 3317,44953,-12.0,Deposit from Customer (Liability)
Card ending 3317,44950,-16.0,ASIC fees
Card ending 3317,44942,-16.0,Director Loans
Card ending 3317,44930,-16.0,PAYG withhheld paid 
Card ending 3317,44911,-16.0,Contract payments
Card ending 3317,44911,-12.0,Repairs & maintenance
Card ending 4254,44900,-16.0,Transfer between accounts suspense
Card ending 3317,45068,-20.0,Taxi
Card ending 3317,44963,-20.0,Bank Account 3
Card ending 3317,44953,-12.0,Meals and Entertainment
Card ending 4254,44767,-13.13,Amortisation expense
Card ending 4254,44761,-12.81,GST paid/collected
Card ending 4254,44839,-32.6,Directors fees
Card ending 4254,44837,-14.18,Parking
Card ending 4254,44837,-11.03,Cash on hand
Card ending 3317,45043,-70.82,Legal fees
Card ending 3317,44907,-6.25,Licences and Permits
Card ending 3317,44907,-6.25,Cash on hand
Card ending 3317,45084,-10.3,Director's Loans
Card ending 3317,45021,-20.6,Goodwill
Card ending 3317,45021,-10.3,Superannuation payable
Card ending 4254,44873,-9.78,Materials & supplies
Card ending 4254,44754,-9.78,Deposit from Customer (Liability)
Card ending 4254,44753,-16.17,Director's Loans
Card ending 3317,45097,-25.0,GST paid/collected
Card ending 4254,44873,-40.0,Meals & Entertainment
Card ending 4254,44866,-20.0,Printing & stationery
Card ending 4254,44866,-10.0,Rent on land & buildings
Card ending 4254,44866,-10.0,Wate rates
Card ending 4254,44852,-10.0,Deposit from Customer (Liability)
Card ending 3317,44942,-9.9,Accomodation
Card ending 3317,44939,-16.4,Bank Account 3
Card ending 3317,44935,-11.9,Goodwill
Card ending 3317,44929,-16.4,Purchase (Stock) - GST Free
Card ending 4254,44747,-20.5,PAYG income instalmet paid 
Card ending 3317,44959,-7.17,Director's Loans
Card ending 3317,44942,-16.4,Issued & paid up capital
Card ending 4254,44839,-7.17,Fax
Card ending 3317,45043,-22.0,Depreciation
Card ending 3317,45042,-22.0,PAYG withheld payable
Card ending 4254,44858,-16.0,Advertising & promotion
Card ending 3317,45042,-22.55,Interest received
Card ending 4254,44796,-11.03,Superannuation payable
Card ending 4254,44782,-349.0,Shares in other companies (Listed)
Card ending 3317,45043,-213.5,PAYG income instalment payable 
Card ending 4254,44790,-34.7,Wate rates
Card ending 3317,44918,-350.0,Meals and Entertainment
Card ending 4254,44873,-215.0,Superannuation expense
Card ending 3317,45107,-40.2,Website related expense
Card ending 3317,45105,-40.2,Training
Card ending 3317,45099,-40.2,Suspense
Card ending 3317,45098,-40.2,Shares in other companies (Unlisted)
Card ending 3317,45091,-40.2,Management fees
Card ending 3317,45085,-40.2,BAS payment suspense
Card ending 3317,45084,-40.2,Contract payments
Card ending 3317,45077,-40.2,Website related expense
Card ending 3317,45071,-40.2,Consulting fees
Card ending 3317,45068,-40.2,Shares in other companies (Listed)
Card ending 3317,45063,-40.2,Drawings
Card ending 3317,45056,-40.2,Telephone & Internet
Card ending 3317,45049,-40.2,Clients gift
Card ending 3317,45044,-40.2,Public Transport
Card ending 3317,45030,-40.2,Sales
Card ending 3317,45029,-40.2,Bank Account 1
Card ending 3317,45029,-40.2,Bank transfers suspense
Card ending 3317,45019,-40.2,Fine 
Card ending 3317,45012,-40.2,Meals & Entertainment
Card ending 3317,45006,-40.2,Tolls
Card ending 3317,45001,-40.2,Director's Loans
Card ending 3317,44999,-40.2,Repairs & maintenance
Card ending 3317,44998,-40.2,Parking
Card ending 3317,44992,-40.2,Utilities
Card ending 3317,44985,-40.2,Parking 
Card ending 3317,44978,-40.2,MVE
Card ending 3317,44973,-40.2,Internet
Card ending 3317,44966,-40.2,Bank Account 2
Card ending 3317,44959,-40.2,Education
Card ending 3317,44953,-40.2,Transfer between accounts suspense
Card ending 3317,44953,-40.2,Car loan repayment
Card ending 3317,44951,-40.2,Purchase (Stock) - GST Free
Card ending 3317,44938,-256.45,GST paid/collected
Card ending 3317,44938,-45.43,Penalty 
Card ending 4254,44894,-40.2,Staff training
Card ending 4254,44890,-40.2,Subscriptions
Card ending 4254,44886,-40.2,Superannuation payable
Card ending 4254,44880,-40.2,Computers 
Card ending 4254,44874,-40.2,Low cost assets
Card ending 4254,44866,-40.2,Wate rates
Card ending 4254,44855,-40.2,ASIC fees
Card ending 4254,44854,-40.2,Meals and Entertainment
Card ending 4254,44852,-40.2,Accomodation
Card ending 4254,44837,-40.2,Taxi
Card ending 4254,44831,-40.2,Councl rates
Card ending 4254,44830,-40.2,Preliminary expenses
Card ending 4254,44818,-40.2,Training
Card ending 4254,44804,-40.2,Depreciation
Card ending 4254,44797,-40.2,Bank Account 1
Card ending 4254,44784,-40.2,Wages
Card ending 4254,44764,-40.2,SBE Pool
Card ending 4254,44754,-40.2,GST payable control account
Card ending 4254,44743,-40.2,Purchase (Stock) - GST
Card ending 3317,45047,-3.29,Meals & Entertainment
Card ending 3317,45034,-2.24,Bank Account 1
Card ending 3317,44942,-2.65,Income tax on profit
Card ending 3317,44931,-8.4,Electricity
Card ending 3317,44909,-8.4,Less: Accumulated amortisation
Card ending 4254,44872,-8.04,Interest paid
Card ending 4254,44872,-3.0,Bank transfers suspense
Card ending 4254,44852,-8.4,Payroll tax paid 
Card ending 4254,44813,-7.49,Travel - domestic
Card ending 4254,44757,-3.0,Purchase (Stock) - GST Free
Card ending 3317,45091,-11.11,Low cost assets
Card ending 3317,45086,-14.22,Shares in other companies (Listed)
Card ending 3317,45054,-11.97,Payroll tax paid 
Card ending 3317,45043,-11.32,Directors fees
Card ending 3317,44944,-14.4,PAYG withheld payable
Card ending 3317,44942,-21.49,Bank fees & charges
Card ending 3317,44929,-17.91,Cash on hand
Card ending 3317,44917,-15.12,PAYG withheld payable
Card ending 4254,44900,-14.21,Repairs & maintenance
Card ending 4254,44895,-13.26,Contribution by settlor
Card ending 4254,44862,-11.35,Less: Accumulated amortisation
Card ending 4254,44859,-13.72,PAYG income instalment payable 
Card ending 4254,44854,-11.94,Merchant fees
Card ending 4254,44848,-12.32,Meals
Card ending 4254,44848,-11.15,PAYG income instalmet paid 
Card ending 4254,44841,-13.62,Meals and Entertainment
Card ending 4254,44841,-13.0,Professional Development
Card ending 4254,44837,-16.51,Staff training
Card ending 4254,44827,-10.72,Freight and Cartage
Card ending 4254,44811,-12.96,Amortisation expense
Card ending 4254,44804,-15.25,Director's Loans
Card ending 4254,44798,-27.58,M/V related expense
Card ending 4254,44798,-12.87,Uniform 
Card ending 4254,44795,-23.62,Superannuation payable
Card ending 4254,44795,-18.42,Fine 
Card ending 4254,44790,-11.83,Car loan repayment
Card ending 4254,44783,-14.46,FBT contribution 
Card ending 4254,44783,-10.42,GST paid/collected
Card ending 4254,44767,-17.21,Education
Card ending 4254,44767,-13.66,Conference/Seminar costs
Card ending 4254,44764,-13.96,GST payable control account
Card ending 4254,44764,-11.99,PAYG income instalmet paid 
Card ending 4254,44760,-11.58,Issued & paid up capital
Card ending 4254,44753,-11.81,Wages
Card ending 4254,44753,-11.81,Suspense
Card ending 4254,44750,-10.26,Undistributed Income
Card ending 4254,44749,-12.84,Bank Account 3
Card ending 4254,44746,-17.44,Staff amenities
Card ending 3317,45085,-15.72,Directors fees
Card ending 4254,44894,-15.36,Contract payments
Card ending 4254,44890,-15.51,Lease Payments
Card ending 4254,44760,-15.54,Rent on land & buildings
Card ending 4254,44757,-48.72,Staff training
Card ending 4254,44838,-12.18,Deposit from Customer (Liability)
Card ending 4254,44838,-10.5,Management fees
Card ending 4254,44838,-14.28,Purchase (Stock) - GST Free
Card ending 3317,44977,-29.36,Goodwill
Card ending 3317,44963,-9.11,Councl rates
Card ending 4254,44818,-19.24,Accounting fee
Card ending 4254,44802,-19.24,Meals & Entertainment
